ID,0,1,2,3,4,5,6,7,8,9,10
9372,butter milk,other vegetables,,,,,,,,,
9373,yogurt,rolls/buns,,,,,,,,,
9374,soda,yogurt,,,,,,,,,
9375,yogurt,whole milk,,,,,,,,,
9376,tropical fruit,coffee,,,,,,,,,
9377,beef,beef,whole milk,other vegetables,grapes,whipped/sour cream,coffee,whole milk,,,
9378,brown bread,eggs,,,,,,,,,
9379,pastry,brown bread,whisky,,,,,,,,
9380,bottled water,other vegetables,,,,,,,,,
9381,whole milk,chocolate,,,,,,,,,
9382,rolls/buns,rolls/buns,,,,,,,,,
9383,newspapers,salty snack,pastry,,,,,,,,
9384,root vegetables,other vegetables,,,,,,,,,
9385,frozen meals,margarine,white bread,,,,,,,,
9386,citrus fruit,whipped/sour cream,,,,,,,,,
9387,hygiene articles,cake,,,,,,,,,
9388,berries,whole milk,,,,,,,,,
9389,sliced cheese,newspapers,frozen vegetables,,,,,,,,
9390,tropical fruit,soda,,,,,,,,,
9391,berries,canned beer,citrus fruit,frozen vegetables,chicken,oil,soda,,,,
9392,eggs,cheese,,,,,,,,,
9393,whole milk,yogurt,,,,,,,,,
9394,berries,other vegetables,,,,,,,,,
9395,beef,coffee,,,,,,,,,
9396,onions,white wine,,,,,,,,,
9397,canned beer,long life bakery product,dish cleaner,chocolate,,,,,,,
9398,shopping bags,cake,processed cheese,,,,,,,,
9399,canned beer,pip fruit,frozen vegetables,cake,canned vegetables,,,,,,
9400,soda,coffee,salty snack,,,,,,,,
9401,berries,rolls/buns,,,,,,,,,
9402,pastry,whole milk,berries,soda,soda,sliced cheese,eggs,,,,
9403,fruit/vegetable juice,other vegetables,,,,,,,,,
9404,jam,condensed milk,dental care,,,,,,,,
9405,pastry,bottled water,,,,,,,,,
9406,pot plants,pastry,,,,,,,,,
9407,yogurt,root vegetables,,,,,,,,,
9408,pip fruit,pork,,,,,,,,,
9409,canned beer,beverages,,,,,,,,,
9410,napkins,rolls/buns,,,,,,,,,
9411,shopping bags,specialty chocolate,,,,,,,,,
9412,frozen meals,soda,,,,,,,,,
9413,chocolate,pastry,napkins,,,,,,,,
9414,white wine,spread cheese,,,,,,,,,
9415,herbs,whole milk,,,,,,,,,
9416,berries,butter,,,,,,,,,
9417,berries,liver loaf,dish cleaner,white bread,canned beer,dishes,white wine,brown bread,,,
9418,whole milk,canned vegetables,,,,,,,,,
9419,beef,pip fruit,,,,,,,,,
9420,other vegetables,butter,,,,,,,,,
9421,beef,other vegetables,,,,,,,,,
9422,citrus fruit,processed cheese,,,,,,,,,
9423,beef,yogurt,,,,,,,,,
9424,berries,pastry,,,,,,,,,
9425,whole milk,rolls/buns,,,,,,,,,
9426,soda,beverages,fruit/vegetable juice,,,,,,,,
9427,pip fruit,specialty chocolate,coffee,soda,,,,,,,
9428,beef,pastry,specialty chocolate,,,,,,,,
9429,pip fruit,rolls/buns,whole milk,,,,,,,,
9430,whole milk,oil,soups,,,,,,,,
9431,coffee,bottled water,,,,,,,,,
9432,cream cheese ,cream cheese ,,,,,,,,,
9433,frozen vegetables,cookware,,,,,,,,,
9434,citrus fruit,yogurt,,,,,,,,,
9435,brown bread,jam,,,,,,,,,
9436,berries,white bread,coffee,,,,,,,,
9437,waffles,yogurt,,,,,,,,,
9438,yogurt,pet care,cat food,,,,,,,,
9439,citrus fruit,other vegetables,,,,,,,,,
9440,photo/film,bottled beer,,,,,,,,,
9441,coffee,soda,,,,,,,,,
9442,white bread,whipped/sour cream,cake,pastry,,,,,,,
9443,white wine,fruit/vegetable juice,,,,,,,,,
9444,yogurt,tropical fruit,,,,,,,,,
9445,root vegetables,bottled beer,,,,,,,,,
9446,salt,cream cheese ,,,,,,,,,
9447,salty snack,bottled water,,,,,,,,,
9448,pip fruit,whole milk,bottled water,,,,,,,,
9449,chicken,pickled vegetables,,,,,,,,,
9450,rolls/buns,house keeping products,,,,,,,,,
9451,whole milk,beef,,,,,,,,,
9452,other vegetables,sugar,,,,,,,,,
9453,rolls/buns,processed cheese,,,,,,,,,
9454,whole milk,rolls/buns,cat food,shopping bags,,,,,,,
9455,citrus fruit,brown bread,pastry,,,,,,,,
9456,tropical fruit,fruit/vegetable juice,,,,,,,,,
9457,canned beer,whole milk,,,,,,,,,
9458,berries,beef,beef,waffles,whole milk,jam,white bread,frozen meals,sugar,,
9459,cake,whole milk,,,,,,,,,
9460,house keeping products,newspapers,,,,,,,,,
9461,cake,flower (seeds),,,,,,,,,
9462,canned beer,chocolate,,,,,,,,,
9463,whole milk,hard cheese,,,,,,,,,
9464,canned beer,jam,,,,,,,,,
9465,bottled water,whipped/sour cream,berries,whole milk,,,,,,,
9466,butter,berries,cereals,,,,,,,,
9467,berries,whipped/sour cream,,,,,,,,,
9468,bottled beer,bottled beer,,,,,,,,,
9469,tropical fruit,cake,,,,,,,,,
9470,whole milk,other vegetables,rolls/buns,chocolate,,,,,,,
9471,rolls/buns,pastry,butter,processed cheese,other vegetables,whole milk,chocolate,hard cheese,butter,,
9472,tropical fruit,bottled beer,other vegetables,beef,roll products ,,,,,,
9473,bottled water,soda,eggs,jam,whole milk,,,,,,
9474,other vegetables,whipped/sour cream,,,,,,,,,
9475,tropical fruit,yogurt,,,,,,,,,
9476,other vegetables,shopping bags,,,,,,,,,
9477,cake,mayonnaise,,,,,,,,,
9478,whole milk,rolls/buns,coffee,,,,,,,,
9479,pastry,whole milk,,,,,,,,,
9480,pork,spread cheese,,,,,,,,,
9481,yogurt,bottled beer,,,,,,,,,
9482,whole milk,coffee,whole milk,,,,,,,,
9483,frozen meals,dish cleaner,,,,,,,,,
9484,berries,sugar,,,,,,,,,
9485,newspapers,other vegetables,yogurt,,,,,,,,
9486,canned beer,other vegetables,salty snack,,,,,,,,
9487,beef,misc. beverages,,,,,,,,,
9488,brown bread,tropical fruit,rolls/buns,,,,,,,,
9489,whole milk,butter,soda,fruit/vegetable juice,,,,,,,
9490,salty snack,yogurt,,,,,,,,,
9491,ice cream,waffles,,,,,,,,,
9492,root vegetables,canned beer,,,,,,,,,
9493,mayonnaise,tropical fruit,packaged fruit/vegetables,beverages,cereals,,,,,,
9494,pork,pastry,,,,,,,,,
9495,chocolate,frozen meals,,,,,,,,,
9496,butter,long life bakery product,,,,,,,,,
9497,chocolate,yogurt,,,,,,,,,
9498,canned vegetables,other vegetables,,,,,,,,,
9499,rolls/buns,canned beer,tropical fruit,chewing gum,margarine,,,,,,
9500,pip fruit,waffles,,,,,,,,,
9501,eggs,ham,,,,,,,,,
9502,coffee,other vegetables,,,,,,,,,
9503,white bread,make up remover,,,,,,,,,
9504,artif. sweetener,salty snack,,,,,,,,,
9505,beef,beef,,,,,,,,,
9506,citrus fruit,root vegetables,,,,,,,,,
9507,onions,frozen vegetables,jam,,,,,,,,
9508,pork,margarine,,,,,,,,,
9509,jam,brown bread,,,,,,,,,
9510,butter milk,whipped/sour cream,,,,,,,,,
9511,beef,root vegetables,seasonal products,shopping bags,,,,,,,
9512,yogurt,brown bread,,,,,,,,,
9513,berries,bottled water,soft cheese,,,,,,,,
9514,beef,beef,whole milk,cling film/bags,,,,,,,
9515,ham,chocolate,,,,,,,,,
9516,canned fish,yogurt,,,,,,,,,
9517,citrus fruit,ham,red wine,rolls/buns,specialty chocolate,,,,,,
9518,whole milk,soft cheese,soda,brown bread,,,,,,,
9519,berries,pip fruit,whole milk,other vegetables,salty snack,whipped/sour cream,,,,,
9520,rolls/buns,other vegetables,chewing gum,,,,,,,,
9521,soda,chocolate,,,,,,,,,
9522,whole milk,pastry,napkins,,,,,,,,
9523,spread cheese,cooking chocolate,,,,,,,,,
9524,pastry,shopping bags,,,,,,,,,
9525,root vegetables,coffee,,,,,,,,,
9526,light bulbs,detergent,,,,,,,,,
9527,citrus fruit,beef,,,,,,,,,
9528,berries,whole milk,,,,,,,,,
9529,soft cheese,pickled vegetables,,,,,,,,,
9530,canned beer,bottled beer,chocolate,,,,,,,,
9531,bottled water,other vegetables,coffee,soda,,,,,,,
9532,berries,brown bread,,,,,,,,,
9533,ice cream,flower (seeds),,,,,,,,,
9534,citrus fruit,ice cream,,,,,,,,,
9535,other vegetables,whole milk,,,,,,,,,
9536,ham,white wine,,,,,,,,,
9537,butter,male cosmetics,newspapers,,,,,,,,
9538,tropical fruit,salty snack,,,,,,,,,
9539,pork,berries,whole milk,soda,canned beer,hygiene articles,,,,,
9540,pork,brown bread,ice cream,shopping bags,rolls/buns,,,,,,
9541,root vegetables,whipped/sour cream,,,,,,,,,
9542,newspapers,chocolate,,,,,,,,,
9543,bottled beer,ice cream,,,,,,,,,
9544,spread cheese,whole milk,,,,,,,,,
9545,brown bread,frozen vegetables,,,,,,,,,
9546,pip fruit,bottled water,,,,,,,,,
9547,newspapers,grapes,onions,coffee,,,,,,,
9548,chocolate,jam,shopping bags,,,,,,,,
9549,other vegetables,hygiene articles,,,,,,,,,
9550,berries,pork,,,,,,,,,
9551,pip fruit,nut snack,napkins,,,,,,,,
9552,tropical fruit,yogurt,,,,,,,,,
9553,beverages,soda,,,,,,,,,
9554,bottled beer,newspapers,,,,,,,,,
9555,other vegetables,bottled beer,,,,,,,,,
9556,cake,beef,,,,,,,,,
9557,berries,bottled water,,,,,,,,,
9558,berries,yogurt,,,,,,,,,
9559,chewing gum,spread cheese,,,,,,,,,
9560,beef,cake,butter,,,,,,,,
9561,soda,soda,,,,,,,,,
9562,other vegetables,oil,,,,,,,,,
9563,whole milk,other vegetables,other vegetables,bottled water,,,,,,,
9564,dish cleaner,jam,,,,,,,,,
9565,pastry,other vegetables,,,,,,,,,
9566,rolls/buns,hygiene articles,,,,,,,,,
9567,coffee,baking powder,,,,,,,,,
9568,chicken,tropical fruit,citrus fruit,yogurt,,,,,,,
9569,pet care,beef,,,,,,,,,
9570,specialty chocolate,rolls/buns,,,,,,,,,
9571,pork,specialty chocolate,,,,,,,,,
9572,yogurt,frozen meals,,,,,,,,,
9573,herbs,chocolate,,,,,,,,,
9574,bottled water,butter,,,,,,,,,
9575,beef,root vegetables,sliced cheese,,,,,,,,
9576,whole milk,eggs,,,,,,,,,
9577,canned beer,margarine,white bread,,,,,,,,
9578,canned beer,yogurt,,,,,,,,,
9579,tropical fruit,eggs,,,,,,,,,
9580,pork,white wine,,,,,,,,,
9581,pip fruit,sliced cheese,fruit/vegetable juice,,,,,,,,
9582,butter,photo/film,,,,,,,,,
9583,butter milk,soda,,,,,,,,,
9584,photo/film,bottled water,,,,,,,,,
9585,chocolate,whole milk,sugar,,,,,,,,
9586,whole milk,butter,,,,,,,,,
9587,pot plants,herbs,,,,,,,,,
9588,beef,newspapers,,,,,,,,,
9589,sugar,fruit/vegetable juice,,,,,,,,,
9590,white bread,rolls/buns,whipped/sour cream,,,,,,,,
9591,oil,shopping bags,,,,,,,,,
9592,berries,whole milk,root vegetables,citrus fruit,,,,,,,
9593,beef,butter,yogurt,,,,,,,,
9594,berries,rolls/buns,,,,,,,,,
9595,beef,long life bakery product,,,,,,,,,
9596,potato products,other vegetables,,,,,,,,,
9597,other vegetables,pork,herbs,oil,,,,,,,
9598,whole milk,butter,,,,,,,,,
9599,ice cream,canned beer,,,,,,,,,
9600,soda,rolls/buns,,,,,,,,,
9601,frozen meals,sugar,,,,,,,,,
9602,berries,whole milk,tropical fruit,light bulbs,yogurt,rolls/buns,coffee,,,,
9603,whole milk,dishes,cake,,,,,,,,
9604,white bread,baking powder,,,,,,,,,
9605,tropical fruit,rolls/buns,,,,,,,,,
9606,citrus fruit,sliced cheese,,,,,,,,,
9607,rolls/buns,whole milk,,,,,,,,,
9608,tropical fruit,cake,eggs,,,,,,,,
9609,fruit/vegetable juice,whole milk,,,,,,,,,
9610,berries,napkins,cereals,,,,,,,,
9611,root vegetables,whole milk,whole milk,newspapers,bottled water,,,,,,
9612,cream cheese ,fruit/vegetable juice,whole milk,shopping bags,,,,,,,
9613,other vegetables,ice cream,,,,,,,,,
9614,other vegetables,chocolate,sugar,,,,,,,,
9615,root vegetables,pet care,cat food,,,,,,,,
9616,citrus fruit,whipped/sour cream,,,,,,,,,
9617,root vegetables,male cosmetics,,,,,,,,,
9618,soda,whipped/sour cream,,,,,,,,,
9619,berries,whole milk,,,,,,,,,
9620,beef,other vegetables,,,,,,,,,
9621,whipped/sour cream,soft cheese,,,,,,,,,
9622,frozen fish,white bread,,,,,,,,,
9623,beef,soda,,,,,,,,,
9624,beef,photo/film,,,,,,,,,
9625,jam,photo/film,,,,,,,,,
9626,other vegetables,whole milk,,,,,,,,,
9627,ham,frozen meals,,,,,,,,,
9628,citrus fruit,other vegetables,,,,,,,,,
9629,rolls/buns,newspapers,,,,,,,,,
9630,whole milk,beef,beverages,bottled water,,,,,,,
9631,ham,waffles,,,,,,,,,
9632,misc. beverages,soda,,,,,,,,,
9633,other vegetables,shopping bags,,,,,,,,,
9634,root vegetables,pastry,,,,,,,,,
9635,coffee,sugar,,,,,,,,,
9636,berries,hair spray,canned beer,,,,,,,,
9637,ham,brown bread,,,,,,,,,
9638,citrus fruit,pip fruit,ketchup,roll products ,seasonal products,hard cheese,dog food,,,,
9639,whole milk,other vegetables,,,,,,,,,
9640,citrus fruit,berries,,,,,,,,,
9641,other vegetables,margarine,,,,,,,,,
9642,frozen fish,pastry,,,,,,,,,
9643,salt,fruit/vegetable juice,,,,,,,,,
9644,other vegetables,rolls/buns,,,,,,,,,
9645,whole milk,yogurt,,,,,,,,,
9646,berries,tropical fruit,jam,,,,,,,,
9647,waffles,whole milk,beef,,,,,,,,
9648,grapes,bottled beer,,,,,,,,,
9649,berries,shopping bags,shopping bags,,,,,,,,
9650,chicken,other vegetables,,,,,,,,,
9651,seasonal products,salt,,,,,,,,,
9652,tropical fruit,citrus fruit,,,,,,,,,
9653,beef,newspapers,,,,,,,,,
9654,berries,newspapers,,,,,,,,,
9655,whole milk,citrus fruit,butter,dental care,,,,,,,
9656,ice cream,root vegetables,hygiene articles,,,,,,,,
9657,canned beer,cream cheese ,,,,,,,,,
9658,berries,bottled beer,,,,,,,,,
9659,other vegetables,canned beer,shopping bags,,,,,,,,
9660,oil,whipped/sour cream,pip fruit,whole milk,,,,,,,
9661,chocolate,bottled water,,,,,,,,,
9662,citrus fruit,rolls/buns,,,,,,,,,
9663,rice,dish cleaner,,,,,,,,,
9664,ham,yogurt,,,,,,,,,
9665,pip fruit,berries,,,,,,,,,
9666,tropical fruit,other vegetables,,,,,,,,,
9667,berries,coffee,,,,,,,,,
9668,canned beer,pip fruit,coffee,yogurt,,,,,,,
9669,whole milk,grapes,,,,,,,,,
9670,pork,whole milk,other vegetables,,,,,,,,
9671,specialty chocolate,misc. beverages,,,,,,,,,
9672,tropical fruit,other vegetables,,,,,,,,,
9673,other vegetables,jam,,,,,,,,,
9674,eggs,canned beer,bottled water,waffles,,,,,,,
9675,cake,cream cheese ,waffles,,,,,,,,
9676,berries,bottled beer,,,,,,,,,
9677,bottled beer,other vegetables,,,,,,,,,
9678,other vegetables,pork,,,,,,,,,
9679,coffee,whole milk,,,,,,,,,
9680,frozen vegetables,rolls/buns,jam cheese,,,,,,,,
9681,rolls/buns,coffee,,,,,,,,,
9682,nuts/prunes,whole milk,,,,,,,,,
9683,hard cheese,soda,,,,,,,,,
9684,other vegetables,citrus fruit,canned beer,,,,,,,,
9685,pork,whole milk,,,,,,,,,
9686,berries,jam,,,,,,,,,
9687,ham,specialty chocolate,,,,,,,,,
9688,other vegetables,whipped/sour cream,,,,,,,,,
9689,pork,whole milk,,,,,,,,,
9690,white bread,cleaner,,,,,,,,,
9691,turkey,flour,,,,,,,,,
9692,beef,citrus fruit,,,,,,,,,
9693,other vegetables,beverages,margarine,,,,,,,,
9694,cake,whipped/sour cream,,,,,,,,,
9695,whipped/sour cream,other vegetables,shopping bags,,,,,,,,
9696,berries,ice cream,,,,,,,,,
9697,butter milk,pickled vegetables,,,,,,,,,
9698,pip fruit,beef,frozen vegetables,bottled water,,,,,,,
9699,canned beer,other vegetables,,,,,,,,,
9700,beef,whole milk,,,,,,,,,
9701,whole milk,beef,,,,,,,,,
9702,berries,yogurt,,,,,,,,,
9703,ice cream,coffee,,,,,,,,,
9704,rolls/buns,other vegetables,,,,,,,,,
9705,butter,butter,margarine,,,,,,,,
9706,whole milk,eggs,,,,,,,,,
9707,whole milk,brown bread,,,,,,,,,
9708,other vegetables,whole milk,jam,,,,,,,,
9709,white bread,pork,,,,,,,,,
9710,other vegetables,beef,tropical fruit,root vegetables,shopping bags,,,,,,
9711,tropical fruit,soda,,,,,,,,,
9712,pork,other vegetables,yogurt,,,,,,,,
9713,pip fruit,root vegetables,,,,,,,,,
9714,berries,root vegetables,sugar,whole milk,,,,,,,
9715,frozen fish,bottled water,,,,,,,,,
9716,berries,cat food,,,,,,,,,
9717,berries,rolls/buns,soda,,,,,,,,
9718,other vegetables,whipped/sour cream,,,,,,,,,
9719,sliced cheese,margarine,,,,,,,,,
9720,house keeping products,spread cheese,,,,,,,,,
9721,waffles,specialty chocolate,,,,,,,,,
9722,whole milk,rolls/buns,,,,,,,,,
9723,berries,whole milk,prosecco,honey,other vegetables,waffles,shopping bags,artif. sweetener,,,
9724,grapes,rolls/buns,,,,,,,,,
9725,soda,fruit/vegetable juice,,,,,,,,,
9726,berries,frozen meals,,,,,,,,,
9727,beef,coffee,,,,,,,,,
9728,chicken,vinegar,,,,,,,,,
9729,other vegetables,yogurt,,,,,,,,,
9730,whole milk,root vegetables,,,,,,,,,
9731,cake,whipped/sour cream,,,,,,,,,
9732,berries,chicken,eggs,jam,pastry,,,,,,
9733,flour,seasonal products,,,,,,,,,
9734,other vegetables,yogurt,other vegetables,flour,,,,,,,
9735,margarine,shopping bags,,,,,,,,,
9736,canned beer,brown bread,,,,,,,,,
9737,white bread,flour,,,,,,,,,
9738,berries,other vegetables,,,,,,,,,
9739,root vegetables,shopping bags,,,,,,,,,
9740,tropical fruit,bottled water,pastry,flour,,,,,,,
9741,whole milk,brown bread,root vegetables,roll products ,,,,,,,
9742,beef,other vegetables,,,,,,,,,
9743,other vegetables,grapes,,,,,,,,,
9744,other vegetables,frozen meals,,,,,,,,,
9745,napkins,spices,,,,,,,,,
9746,citrus fruit,tropical fruit,,,,,,,,,
9747,tropical fruit,pastry,,,,,,,,,
9748,chicken,hygiene articles,,,,,,,,,
9749,sugar,whole milk,,,,,,,,,
9750,herbs,newspapers,brown bread,,,,,,,,
9751,whole milk,spread cheese,popcorn,,,,,,,,
9752,misc. beverages,cling film/bags,jam,,,,,,,,
9753,soda,salty snack,,,,,,,,,
9754,grapes,rolls/buns,,,,,,,,,
9755,coffee,chocolate,misc. beverages,,,,,,,,
9756,brown bread,fruit/vegetable juice,,,,,,,,,
9757,pastry,bottled beer,,,,,,,,,
9758,brown bread,oil,,,,,,,,,
9759,beef,other vegetables,,,,,,,,,
9760,beef,mayonnaise,,,,,,,,,
9761,brown bread,flour,,,,,,,,,
9762,jam,cake,,,,,,,,,
9763,tropical fruit,soda,,,,,,,,,
9764,sugar,napkins,,,,,,,,,
9765,cat food,newspapers,,,,,,,,,
9766,pork,cake,,,,,,,,,
9767,soda,berries,,,,,,,,,
9768,whipped/sour cream,soda,,,,,,,,,
9769,berries,whole milk,,,,,,,,,
9770,rolls/buns,berries,tropical fruit,soda,yogurt,onions,flour,specialty chocolate,whipped/sour cream,,
9771,ham,citrus fruit,cling film/bags,,,,,,,,
9772,other vegetables,other vegetables,,,,,,,,,
9773,pork,bottled water,,,,,,,,,
9774,rolls/buns,eggs,butter,butter,,,,,,,
9775,soda,other vegetables,,,,,,,,,
9776,other vegetables,bottled water,whipped/sour cream,,,,,,,,
9777,berries,root vegetables,,,,,,,,,
9778,margarine,bottled water,,,,,,,,,
9779,pip fruit,cereals,,,,,,,,,
9780,soda,cake,,,,,,,,,
9781,soda,spread cheese,,,,,,,,,
9782,ham,bottled beer,,,,,,,,,
9783,beef,brown bread,,,,,,,,,
9784,salty snack,coffee,,,,,,,,,
9785,root vegetables,hard cheese,,,,,,,,,
9786,other vegetables,whole milk,,,,,,,,,
9787,soda,coffee,,,,,,,,,
9788,bottled beer,other vegetables,,,,,,,,,
9789,frozen meals,butter,whole milk,brandy,,,,,,,
9790,jam,cream cheese ,nut snack,chocolate,yogurt,chocolate,,,,,
9791,grapes,other vegetables,,,,,,,,,
9792,red wine,cream cheese ,,,,,,,,,
9793,citrus fruit,chocolate,,,,,,,,,
9794,yogurt,rolls/buns,,,,,,,,,
9795,chicken,tropical fruit,,,,,,,,,
9796,berries,detergent,chocolate,,,,,,,,
9797,cream cheese ,salt,,,,,,,,,
9798,hard cheese,jam,,,,,,,,,
9799,root vegetables,frozen vegetables,,,,,,,,,
9800,newspapers,tropical fruit,,,,,,,,,
9801,oil,chocolate,,,,,,,,,
9802,soda,chocolate,,,,,,,,,
9803,soda,shopping bags,,,,,,,,,
9804,soda,oil,,,,,,,,,
9805,rolls/buns,bottled beer,coffee,pastry,brown bread,brown bread,napkins,napkins,,,
9806,herbs,pasta,,,,,,,,,
9807,waffles,mayonnaise,bottled water,,,,,,,,
9808,citrus fruit,frozen vegetables,,,,,,,,,
9809,beef,pasta,,,,,,,,,
9810,whole milk,grapes,bottled beer,cake,,,,,,,
9811,tropical fruit,grapes,chocolate,yogurt,red wine,brown bread,,,,,
9812,brown bread,newspapers,,,,,,,,,
9813,beef,chocolate,pastry,,,,,,,,
9814,other vegetables,rolls/buns,,,,,,,,,
9815,pastry,sliced cheese,,,,,,,,,
9816,soda,brown bread,rolls/buns,sliced cheese,,,,,,,
9817,rolls/buns,bottled water,,,,,,,,,
9818,whole milk,whole milk,,,,,,,,,
9819,berries,citrus fruit,whole milk,butter milk,salty snack,cake,specialty chocolate,,,,
9820,berries,root vegetables,yogurt,whole milk,,,,,,,
9821,root vegetables,soft cheese,,,,,,,,,
9822,pork,grapes,,,,,,,,,
9823,citrus fruit,pip fruit,,,,,,,,,
9824,tropical fruit,whipped/sour cream,hygiene articles,,,,,,,,
9825,sweet spreads,flower (seeds),,,,,,,,,
9826,root vegetables,yogurt,,,,,,,,,
9827,yogurt,root vegetables,,,,,,,,,
9828,pip fruit,white wine,whole milk,,,,,,,,
9829,rolls/buns,eggs,coffee,,,,,,,,
9830,bottled water,pastry,,,,,,,,,
9831,root vegetables,soft cheese,,,,,,,,,
9832,white bread,bottled water,,,,,,,,,
9833,bottled water,frozen meals,,,,,,,,,
9834,tropical fruit,long life bakery product,napkins,,,,,,,,
9835,pork,other vegetables,,,,,,,,,
9836,berries,berries,eggs,dish cleaner,rolls/buns,other vegetables,soda,,,,
9837,whipped/sour cream,bottled beer,fruit/vegetable juice,margarine,,,,,,,
9838,root vegetables,soda,,,,,,,,,
9839,sugar,kitchen towels,,,,,,,,,
9840,male cosmetics,pastry,,,,,,,,,
9841,bottled beer,berries,pastry,sliced cheese,frozen vegetables,,,,,,
9842,bottled beer,white wine,candles,,,,,,,,
9843,yogurt,photo/film,,,,,,,,,
9844,yogurt,pastry,,,,,,,,,
9845,chocolate,yogurt,,,,,,,,,
9846,chicken,chocolate,sugar,,,,,,,,
9847,citrus fruit,rolls/buns,,,,,,,,,
9848,citrus fruit,berries,citrus fruit,bottled water,,,,,,,
9849,newspapers,whipped/sour cream,,,,,,,,,
9850,rolls/buns,cake,coffee,,,,,,,,
9851,pip fruit,turkey,,,,,,,,,
9852,soda,hard cheese,,,,,,,,,
9853,whole milk,cream cheese ,,,,,,,,,
9854,frozen meals,other vegetables,specialty chocolate,,,,,,,,
9855,beef,soda,cream cheese ,,,,,,,,
9856,rolls/buns,soda,,,,,,,,,
9857,berries,soda,chocolate,,,,,,,,
9858,rolls/buns,pip fruit,,,,,,,,,
9859,pip fruit,ice cream,,,,,,,,,
9860,beef,yogurt,,,,,,,,,
9861,canned beer,grapes,bottled beer,yogurt,,,,,,,
9862,dishes,yogurt,,,,,,,,,
9863,bottled beer,frozen vegetables,,,,,,,,,
9864,other vegetables,jam,beef,white bread,,,,,,,
9865,berries,cat food,pastry,,,,,,,,
9866,spread cheese,brown bread,,,,,,,,,
9867,cat food,whole milk,pet care,beef,other vegetables,rolls/buns,grapes,oil,,,
9868,misc. beverages,yogurt,,,,,,,,,
9869,root vegetables,butter milk,shopping bags,cream cheese ,,,,,,,
9870,rolls/buns,newspapers,,,,,,,,,
9871,frozen potato products,frozen vegetables,,,,,,,,,
9872,other vegetables,whole milk,,,,,,,,,
9873,other vegetables,margarine,,,,,,,,,
9874,berries,red wine,,,,,,,,,
9875,long life bakery product,whole milk,pip fruit,pork,cake,,,,,,
9876,detergent,rolls/buns,,,,,,,,,
9877,tropical fruit,ice cream,newspapers,,,,,,,,
9878,berries,bottled water,,,,,,,,,
9879,beef,butter milk,,,,,,,,,
9880,beef,butter,brown bread,,,,,,,,
9881,canned beer,dental care,,,,,,,,,
9882,beef,frozen fish,whole milk,,,,,,,,
9883,tropical fruit,frozen meals,yogurt,other vegetables,,,,,,,
9884,beef,jam,,,,,,,,,
9885,butter,rolls/buns,,,,,,,,,
9886,pastry,chocolate,,,,,,,,,
9887,ham,specialty chocolate,soft cheese,,,,,,,,
9888,whole milk,white bread,,,,,,,,,
9889,berries,soda,processed cheese,,,,,,,,
9890,liver loaf,eggs,,,,,,,,,
9891,liver loaf,grapes,soda,photo/film,,,,,,,
9892,beef,whipped/sour cream,,,,,,,,,
9893,whole milk,bottled beer,whole milk,beef,pip fruit,yogurt,salty snack,,,,
9894,citrus fruit,shopping bags,,,,,,,,,
9895,pork,canned beer,,,,,,,,,
9896,whole milk,whole milk,,,,,,,,,
9897,citrus fruit,brown bread,,,,,,,,,
9898,rolls/buns,pip fruit,,,,,,,,,
9899,chocolate,pastry,,,,,,,,,
9900,chocolate,rolls/buns,coffee,yogurt,,,,,,,
9901,sugar,canned vegetables,,,,,,,,,
9902,pastry,syrup,,,,,,,,,
9903,whole milk,butter,,,,,,,,,
9904,pip fruit,citrus fruit,other vegetables,white wine,frozen vegetables,,,,,,
9905,butter,misc. beverages,shopping bags,,,,,,,,
9906,white wine,bottled water,,,,,,,,,
9907,other vegetables,beverages,,,,,,,,,
9908,chicken,whole milk,,,,,,,,,
9909,whole milk,rolls/buns,,,,,,,,,
9910,rolls/buns,frozen vegetables,roll products ,,,,,,,,
9911,whole milk,root vegetables,hygiene articles,,,,,,,,
9912,pork,margarine,sugar,,,,,,,,
9913,chewing gum,cream cheese ,,,,,,,,,
9914,beef,bottled beer,,,,,,,,,
9915,whole milk,white bread,,,,,,,,,
9916,tropical fruit,frozen fish,,,,,,,,,
9917,citrus fruit,rolls/buns,,,,,,,,,
9918,pastry,napkins,,,,,,,,,
9919,frozen vegetables,canned beer,brown bread,soda,,,,,,,
9920,whole milk,other vegetables,,,,,,,,,
9921,soda,hygiene articles,,,,,,,,,
9922,citrus fruit,bottled water,butter milk,chocolate,pork,shopping bags,,,,,
9923,whole milk,bottled water,,,,,,,,,
9924,whole milk,waffles,,,,,,,,,
9925,canned beer,yogurt,cream cheese ,,,,,,,,
9926,spread cheese,other vegetables,whole milk,,,,,,,,
9927,canned beer,specialty chocolate,,,,,,,,,
9928,fruit/vegetable juice,hard cheese,,,,,,,,,
9929,chocolate,soda,,,,,,,,,
9930,soda,cereals,whole milk,,,,,,,,
9931,berries,bottled water,,,,,,,,,
9932,pip fruit,bottled beer,,,,,,,,,
9933,pip fruit,pot plants,,,,,,,,,
9934,pip fruit,whole milk,rolls/buns,,,,,,,,
9935,citrus fruit,fruit/vegetable juice,,,,,,,,,
9936,whole milk,brandy,,,,,,,,,
9937,root vegetables,root vegetables,,,,,,,,,
9938,margarine,processed cheese,candles,shopping bags,,,,,,,
9939,chocolate,bottled water,,,,,,,,,
9940,pork,white wine,margarine,,,,,,,,
9941,citrus fruit,white bread,processed cheese,,,,,,,,
